#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
11,Codeforces Global Round 24,Nov/26/2022 17:05,321,5,+68,2115,Master
10,Codeforces Round 815 (Div. 2),Aug/18/2022 16:35,248,4,+23,2047,Candidate Master
9,Codeforces Round 807 (Div. 2),Jul/15/2022 16:35,298,4,+14,2024,Candidate Master
8,Educational Codeforces Round 119 (Rated for Div. 2),Dec/18/2021 18:35,149,5,+57,2010,Candidate Master
7,Codeforces Global Round 16,Sep/12/2021 17:35,1011,6,+17,1953,Candidate Master
6,"Deltix Round, Summer 2021 (open for everyone, rated, Div. 1 + Div. 2)",Aug/29/2021 17:35,2601,3,-106,1936,Candidate Master
5,Codeforces Round 654 (Div. 2),Jul/01/2020 16:35,514,5,-3,2042,Candidate Master
4,Codeforces Round 652 (Div. 2),Jun/23/2020 17:05,34,5,+196,2045,Candidate Master
3,CodeCraft-20 (Div. 2),Mar/04/2020 17:35,104,4,+177,1849,Expert
2,"Ozon Tech Challenge 2020 (Div.1 + Div.2, Rated, T-shirts + prizes!)",Mar/03/2020 17:35,1094,4,+107,1672,Expert
1,Codeforces Round 621 (Div. 1 + Div. 2),Feb/17/2020 18:35,1709,3,+65,1565,Specialist
